utterance,category,intent
"the event was postponed, request a reimbursement",REFUNDS,get_refund
"I want to know the status of my refund, how do I track it?",REFUNDS,track_refund
can I make a purchase?,ORDER,place_order
where do I view my invoices?,INVOICES,check_invoices
"I have no online account, can I register?",ACCOUNT,create_account
where can I inform of issues paying?,PAYMENT,payment_issue
"I have an issue paying, what do I have to do to inform of it?",PAYMENT,payment_issue
"I purchased a product, help me modify my purchase",ORDER,change_order
"could you ask Alexa what I can obtain a reimbursement for, please?",REFUNDS,get_refund
"I got an error message when I attempted to pay, but I was charged anyway, help me inform of it",PAYMENT,payment_issue
where do i notify issues with my payment?,PAYMENT,payment_issue
how do I close my user account?,ACCOUNT,delete_account
"I didn't receive my invoice, what should I do to see it?",INVOICES,check_invoices
"i havent got a profile, what should i do to create one?",ACCOUNT,create_account
can u ask alexa if i can lodge a complaint for a service?,FEEDBACK,complaint
"I want information, what can I do to contact Customer Service?",CONTACT,contact_customer_service
were to check my package,ORDER,track_order
what's the phone number of Customer Service?,CONTACT,contact_customer_service
where can I receive the newsletter?,NEWSLETTER,newsletter_subscription
"I want to change mypurchase, can you give me some information?",ORDER,change_order
can I close my user account?,ACCOUNT,delete_account
"an error message pops when I try to make a payment for my online order, what should I do?",PAYMENT,payment_issue
"i have a question, whta should i do to talk to customer support?",CONTACT,contact_customer_service
can you show me my invoices?,INVOICES,check_invoices
"I want an online account, what should I do to open one?",ACCOUNT,create_account
I need help downloading some invoices,INVOICES,get_invoice
"i didn't receive my bill and i want to see it, please",INVOICES,check_invoices
how to check my invoice,INVOICES,check_invoices
"my account was hacked, recover it",ACCOUNT,recover_password
"I got an error when I attempted to make a payment, but my card was charged anyway, report it",PAYMENT,payment_issue
I have a question and I want to send an email to Customer Service,CONTACT,contact_customer_service
can u ask alexa where to notify a problem paying?,PAYMENT,payment_issue
"i wanna check my invoice, can u help me?",INVOICES,check_invoices
"could you ask Alexa how to open an account, please?",ACCOUNT,create_account
i want to inform of an isuse with my payment,PAYMENT,payment_issue
"i have an issue when trying to pay for my online order, inform of it",PAYMENT,payment_issue
"I want to submit a consumer complaint, what should I do?",FEEDBACK,complaint
I want to contact Custoimer Service,CONTACT,contact_customer_service
"I want to use my other user account, help me change them",ACCOUNT,switch_account
"I can't remember my password, can you retrieve it?",ACCOUNT,recover_password
"the event was cancelled, what do I have to do to get a reimbursement?",REFUNDS,get_refund
"I lost my bills, help me view them",INVOICES,check_invoices
"i got an error message when i attempted to make a payment, but i was charged anyway, what can i do?",PAYMENT,payment_issue
information about your reimbursement policy,REFUNDS,check_refund_policy
"I don't have an onlinje account, how can I register?",ACCOUNT,create_account
Iget an error message whyen I attempt to pay,PAYMENT,payment_issue
I want to switch to another profile,ACCOUNT,switch_account
tell me if my refund was processed,REFUNDS,track_refund
"you aren't helping , contact someone",CONTACT,contact_human_agent
"i have a problem paying , what  do i have to do to report it?",PAYMENT,payment_issue
ask alexa to delete my profile,ACCOUNT,delete_account
"my account has been hacked, what can i do to get it back?",ACCOUNT,recover_password
"i want to use my other user account, hw do i change them?",ACCOUNT,switch_account
how can i cancel a purchase?,ORDER,cancel_order
"could you call Client Service, please?",CONTACT,contact_customer_service
what information can you tell me about getting a bill?,INVOICES,get_invoice
"I ordered a product, can I modify my purchase?",ORDER,change_order
"i want to see your refund policy, what can i do?",REFUNDS,check_refund_policy
"could u ask alexa how to view the cacnellation penalties, please?",CANCELLATION_FEE,check_cancellation_fee
"i got an error message when i tried to pay, but my card was charged anyway, notify it",PAYMENT,payment_issue
"the concert was cancelled, help me request a reimbursement",REFUNDS,get_refund
"please, ask alexa where i  could see their money back policy",REFUNDS,check_refund_policy
"the payment won't go through, what should I do?",PAYMENT,payment_issue
could you ask Alexa how I could notify an issue with my payment?,PAYMENT,payment_issue
"i want to download a bill, can you tell me how I can do it?",INVOICES,get_invoice
"I need information, how do I send an email to Customer Service?",CONTACT,contact_customer_service
"I don't understand you, how do I talk to a human?",CONTACT,contact_human_agent
can you contact a human agent?,CONTACT,contact_human_agent
"I want to modify my order, can you tell me how I can do it?",ORDER,change_order
I want to know how I can know where my orders are,ORDER,track_order
"i got an error when i attempted to make a payment, but my card was charged anyway, how can i notify it?",PAYMENT,payment_issue
I want to contact Client Service,CONTACT,contact_customer_service
"i haev a problem paying, can i inform of it?",PAYMENT,payment_issue
where do I see the cancellation penalties?,CANCELLATION_FEE,check_cancellation_fee
"I want to check my bill, what should I do?",INVOICES,check_invoices
"i wanna check my orders, tell me where I can do it",ORDER,track_order
"I got an error wnen I tried to pay, but I was charged amyway",PAYMENT,payment_issue
"I have a problem when trying to pay for my online order, notify it",PAYMENT,payment_issue
can you tell me the email of the Customer Service?,CONTACT,contact_customer_service
"the game was postponed and I'd like to get a fucking refund, please",REFUNDS,get_refund
can u ask alexa how to view the status of my purchase ?,ORDER,track_order
I don't know anything about your money back policy and I need information about it,REFUNDS,check_refund_policy
can you tell me what the free phone number to contact Customer Service is?,CONTACT,contact_customer_service
"i forgot my password, recover it",ACCOUNT,recover_password
"i get an error message when i try to make a payment for my order, what can i do?",PAYMENT,payment_issue
"the event was postponed, what should I do to obtain a reimbursement?",REFUNDS,get_refund
"I got an error when I tried to make a payment, but my card was charged anyway, what can I do to inform of it?",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway and I want to inform of it",PAYMENT,payment_issue
"ask alexa where to open a fucking online account, please",ACCOUNT,create_account
"please, could you ask Alexa to provide niformation about the status of my purchase?",ORDER,track_order
"I have an issue when trying to pay for my order, can I report it?",PAYMENT,payment_issue
i changed my mind and i want to cancel my user account,ACCOUNT,delete_account
"please, could you ask Alexa if I coud inform of problems with my payment?",PAYMENT,payment_issue
I ordered something and id like to change my fucking purchase,ORDER,change_order
the event was cancelled and i wanna request a refund,REFUNDS,get_refund
help me see the status of my purchase,ORDER,track_order
I want to now if i can get some invoices,INVOICES,get_invoice
"I need information, how can I call Customer Service?",CONTACT,contact_customer_service
where do i notify a problem paying?,PAYMENT,payment_issue
"my user account's been hacked, what d I have to do?",ACCOUNT,recover_password
